community_names	year	month	pce_rate	fuel_price	diesel_efficiency	peak_consumption_kw	residential_kwh_sold	commercial_kwh_sold	community_kwh_sold	government_kwh_sold
Adak	2019	1	0.7693	4.3269	12.19796408700051	311	16456	56791	22979	26293
Adak	2019	2	0.7693	4.3269	11.62803749132145	310	18758	52099	23623	26883
Adak	2019	3	0.7693	4.3269	10.35780865786012	323	17348	43708	19130	29206
Adak	2019	4	0.7693	4.43	10.99519643163493	312	21120	47089	17649	23942
Adak	2019	5	0.7693	4.43	12.21795877612153	282	16457	44267	20206	21107
Adak	2019	6	0.7686	4.43	12.17640080943409	282	17269	45464	16718	20750
Adak	2019	7	0.7686	4.43	12.42104505541961	277	18503	46165	13077	21311
Adak	2019	8	0.7686	4.43	9.127630574637443	286	18848	45301	11886	21943
Adak	2019	9	0.7686	4.43	11.77918019729183	306	23709	58020	10820	22999
Adak	2019	10	0.7686	4.43	11.6206537115628	250	17645	43133	9825	18535
Adak	2019	11	0.7686	4.43	8.793900045296693	294	20084	46878	14260	22176
Adak	2019	12	0.7686	4.43	11.17720075147611	267	21836	47511	15100	24943
Akhiok	2019	1	0.3265	3.3792	9.712066905615293	0	7452	12048	2745	536
Akhiok	2019	2	0.3265	3.3792	18.17181956411556	0	18895	8176	2597	509
Akhiok	2019	3	0.3265	3.3792	10.51797144263909	0	7715	8601	2584	501
Akhiok	2019	4	0.3265	3.3792	4.320258311408754	0	4952	8997	2572	426
Akhiok	2019	6	0.3265	3.3792	9.958064516129033	0	6482	6690	2041	395
Akhiok	2019	7	0.333	3.4486	6.185881157948197	0	6569	2421	2087	432
Akhiok	2019	8	0.333	3.4486	7.898687664041995	37	6374	4878	2215	435
Akhiok	2019	9	0.333	3.4486	13.86846114779076	37	6610	11334	2189	892
Akhiok	2019	10	0.333	3.4486	10.51965484180249	37	6786	9465	2706	471
Akhiok	2019	11	0.333	3.4486	11.07380073800738	37	6652	8044	2487	468
Akhiok	2019	12	0.333	3.4486	14.40815370196814	37	8623	12500	4663	750
Akiachak	2019	1	0.2658	3.2779	14.47590410402275	438	56128	33510	18484	46177
Akiachak	2019	2	0.2658	3.2779	15.36938905581353	385	52284	29352	17926	52668
Akiachak	2019	3	0.2658	3.2779	12.9185376344086	469	50751	20977	16273	48568
Akiachak	2019	4	0.2658	3.2779	15.70149773598049	386	54734	35504	18760	58959
Akiachak	2019	5	0.2658	3.2779	13.90308624170753	363	60293	21567	15972	37959
Akiachak	2019	6	0.2658	3.2779	13.58485212266725	329	54052	16454	14882	30079
Akiachak	2019	7	0.2651	3.2779	12.97295577473751	386	48826	16198	14547	28203
Akiachak	2019	8	0.2651	3.2779	13.73198343304188	347	52724	18810	14086	46582
Akiachak	2019	9	0.2651	3.2779	0	344	76853	21321	13739	53042
Akiachak	2019	10	0.2651	3.2779	14.21261101243339	350	54765	24200	14133	47868
Akiachak	2019	11	0.2651	3.296	15.12661195779601	379	59571	31470	16049	58692
Akiachak	2019	12	0.2651	3.296	14.29369031099502	379	55757	27617	19588	49061
Akiak	2019	1	0.2977	3.9006	12.68610448731845	247	37243	48060	19031	2491
Akiak	2019	2	0.2836	3.7304	0	242	30041	50931	16768	1405
Akiak	2019	3	0.2836	3.7304	12.8784746152079	228	31473	47283	18807	1333
Akiak	2019	4	0.2553	3.0212	12.23860684769776	237	28763	45719	15572	1235
Akiak	2019	5	0.2553	3.7304	0	217	30812	44874	15435	1282
Akiak	2019	6	0.2553	3.7304	12.41580310880829	184	26216	20945	5157	604
Akiak	2019	7	0.2545	3.7304	12.43421447882247	197	28803	32670	11919	891
Akiak	2019	8	0.2545	3.0212	12.54680493273543	222	37062	51631	2075	1198
Akiak	2019	9	0.2545	3.0212	12.76875259013676	207	28597	44691	3055	1301
Akiak	2019	10	0.2545	3.0212	0	270	30079	63144	3089	1422
Akiak	2019	11	0.2545	3.7304	12.95511972085188	242	31219	60573	3283	1782
Akiak	2019	12	0.2545	3.7304	3.113309845783844	258	41945	79995	3391	3029
Akutan	2019	1	0.7598	2.4261	11.79081015719468	64	16592	18397	11080	259
Akutan	2019	2	0.7598	2.4261	11.53174444221911	63	17117	18273	11069	251
Akutan	2019	3	0.7598	2.4261	11.60145918832649	58	14284	15675	9851	240
Akutan	2019	4	0.7598	2.4261	11.56122856003191	63	16417	18502	11188	275
Akutan	2019	5	0.7598	2.4261	10.97967823878069	50	15462	16770	11039	259
Akutan	2019	6	0.7598	2.9042	10.67761429322123	56	12394	14594	8707	220
Akutan	2019	7	0.759	2.9042	10.88260427263479	47	15771	15495	11193	508
Akutan	2019	8	0.759	2.9042	10.98858805101812	53	14170	15920	10164	254
Akutan	2019	9	0.759	2.9042	10.79930881263885	55	12190	14152	8322	208
Akutan	2019	10	0.759	2.9042	11.28573931324457	69	18484	19996	12598	251
Akutan	2019	11	0.759	2.9042	11.484804279115	63	13681	14190	9672	194
Akutan	2019	12	0.759	2.9042	11.56655112651647	66	18720	19705	13334	286
Alakanuk	2019	1	0.2789	0		0	13184	12341	39080	69838
Alakanuk	2019	2	0.2789	0		0	65668	11632	34025	68103
Alakanuk	2019	3	0.2789	0		0	65333	12213	34773	68248
Alakanuk	2019	4	0.2789	0		0	63534	12730	35468	59503
Alakanuk	2019	5	0.2789	0		0	61241	13359	30696	43970
Alakanuk	2019	6	0.2789	0		0	53020	13298	23016	33408
Alakanuk	2019	7	0.2789	0		0	53935	13641	22508	35159
Alakanuk	2019	8	0.2818	0		0	53819	12787	21378	33255
Alakanuk	2019	9	0.2818	0		0	64902	13242	26081	45373
Alakanuk	2019	10	0.2818	0		0	65963	19914	30884	47940
Alakanuk	2019	11	0.2818	0		0	63945	16185	32677	54705
Alakanuk	2019	12	0.2818	0		0	81191	17171	41227	65491
Allakaket, Alatna	2019	1	0.4926	4.77	12.95440084835631	107	19884	4715	16943	16179
Allakaket, Alatna	2019	2	0.4926	4.77	12.24207492795389	122	18242	2506	17681	17765
Allakaket, Alatna	2019	3	0.4926	4.77	12.61137765592872	108	16621	2199	11536	15711
Allakaket, Alatna	2019	4	0.5132	4.77	12.14007782101167	93	16220	2178	10875	15442
Allakaket, Alatna	2019	5	0.5132	4.77	12.39686098654709	105	13878	2163	10364	12426
Allakaket, Alatna	2019	6	0.5132	4.77	11.00500834724541	74	16252	3318	8457	9579
Allakaket, Alatna	2019	7	0.6068	4.8	17.50959393128068	70	16860	3598	7982	7539
Allakaket, Alatna	2019	8	0.6068	4.8	7.218699039681102	73	15192	3133	8444	4623
Allakaket, Alatna	2019	9	0.6068	4.8	11.36368960468521	78	14452	2464	7564	6673
Allakaket, Alatna	2019	10	0.604	4.84	12.5905344949376	97	17183	3778	10036	12035
Allakaket, Alatna	2019	11	0.604	4.84	12.43023521351907	107	16127	5320	11524	14379
Allakaket, Alatna	2019	12	0.604	4.84	12.10687566797293	128	19896	5456	16071	19053
Ambler	2019	1	0.373	3.7051	17.2957083277277	0	46126	2989	28833	42364
Ambler	2019	2	0.373	3.7051	10.3020939027765	0	39196	2786	25418	37270
Ambler	2019	3	0.373	3.7051	13.34547692307692	0	37360	2992	25776	35362
Ambler	2019	4	0.373	3.7051	15.83301057649337	0	35129	3093	24701	37105
Ambler	2019	5	0.373	3.7051	13.0976790545351	0	32885	3120	22941	26305
Ambler	2019	6	0.373	3.7051	13.26872626855368	0	31897	3423	17752	18716
Ambler	2019	7	0.373	0	12.33254845136751	0	30068	3633	14490	14987
Ambler	2019	8	0.3758	0	15.67257871662017	0	29903	3329	14525	26034
Ambler	2019	9	0.3758	0	13.46054198927933	0	34144	3467	16617	31636
Ambler	2019	10	0.3758	0	13.88953409858204	0	37999	3079	21068	34535
Ambler	2019	11	0.3758	0	14.18924327704815	0	40844	2923	23008	38888
Ambler	2019	12	0.3758	0	7.640138408304498	0	50700	3215	29348	41757
Anaktuvuk Pass	2019	1	0	5.0993	13.95282952050428	644	75352	278643	7669	3254
Anaktuvuk Pass	2019	2	0	5.0993	13.92399817661929	619	57179	219321	4668	2573
Anaktuvuk Pass	2019	3	0	5.0993	13.77815336003233	597	62207	268548	4292	2639
Anaktuvuk Pass	2019	4	0	5.0993	13.26259946949602	578	60582	257065	3424	2374
Anaktuvuk Pass	2019	5	0	5.0993	13.35942818243703	589	48809	226704	2038	1681
Anaktuvuk Pass	2019	6	0	5.0993	11.04242367042612	482	37527	163625	1264	1196
Anaktuvuk Pass	2019	7	0	5.0993	15.05256819971284	466	55400	231871	2169	1708
Anaktuvuk Pass	2019	8	0	5.0993	13.25757575757576	518	50051	206842	3459	1483
Anaktuvuk Pass	2019	9	0	5.0993	13.33805999911375	513	51582	210659	4478	1503
Anaktuvuk Pass	2019	10	0	5.0993	13.65509123013537	578	66602	247345	4996	2066
Anaktuvuk Pass	2019	11	0	5.0993	14.24523244236808	633	73069	249050	5726	2538
Anaktuvuk Pass	2019	12	0	5.0993	13.97081980799779	681	78221	254356	5024	2703
Angoon	2019	1	0.3644	2.9396	14.75323313526739	287	76463	44426	22758	7534
Angoon	2019	2	0.3644	2.9396	16.32056036258756	264	67741	43434	21829	7221
Angoon	2019	3	0.3644	2.9396	15.47751051666487	238	60997	39319	18965	6238
Angoon	2019	4	0.3144	2.6861	14.70630869742752	259	62406	38731	18946	6025
Angoon	2019	5	0.3384	2.6861	12.60520911127707	215	57825	38383	17699	5440
Angoon	2019	6	0.3384	2.6861	18.53305785123967	256	57863	33021	15710	4566
Angoon	2019	7	0.3352	2.7323	14.80012943587531	215	64951	36390	15241	4734
Angoon	2019	8	0.3352	2.7323	12.91445454545454	208	67517	37301	15383	4206
Angoon	2019	9	0.3352	2.7323	14.64531709365813	256	63494	40319	14313	4283
Angoon	2019	10	0.3352	2.7323	13.70180112970265	253	55141	40113	13882	4791
Angoon	2019	11	0.3854	2.6725	15.06308073508156	247	63657	45251	14735	5809
Angoon	2019	12	0.3854	2.6725	13.41143927902204	239	63442	45237	15968	5669
Aniak	2019	1	0.3401	2.9055	13.1731886865556	520	88805	70794	5923	29455
Aniak	2019	2	0.3401	2.9055	12.33366325745079	440	74489	70143	6453	25959
Aniak	2019	3	0.3401	2.9055	12.88900088194532	420	68264	66833	5243	24310
Aniak	2019	4	0.3401	2.9055	12.63369825091229	403	66710	72309	4473	22641
Aniak	2019	5	0.3271	2.9055	12.37586975613051	420	64396	64459	3346	19905
Aniak	2019	6	0.3271	2.9055	13.50676072898295	330	66781	60807	4107	18227
Aniak	2019	7	0.3262	2.9055	12.3032904148784	360	69284	58055	3717	17923
Aniak	2019	8	0.3049	2.9055	12.36398258977149	365	70502	59793	3892	19573
Aniak	2019	9	0.3046	2.9055	12.15811409221151	420	70512	64302	3541	20673
Aniak	2019	10	0.3046	2.9055	12.97444802778467	410	76466	65829	4721	24733
Aniak	2019	11	0.2618	2.9055	12.89155264050662	430	80321	72835	4724	25653
Aniak	2019	12	0.2618	2.9055	13.9210289525221	500	93673	70008	5107	30337
Anvik	2019	1	0.3373	2.7499	11.4447337962963	0	13006	0	10803	11579
Anvik	2019	2	0.3373	2.7499	11.43805918788713	0	11810	0	9755	8652
Anvik	2019	3	0.3373	2.7499	11.35767918088737	0	11857	0	10523	7440
Anvik	2019	4	0.3373	2.7499	11.2863304578633	0	11712	0	10866	7943
Anvik	2019	5	0.3373	2.7499	11.07702435813035	0	11966	0	12733	5664
Anvik	2019	6	0.3373	2.7499	11.07866014301844	0	11017	0	11234	3841
Anvik	2019	7	0.3373	0	11.00975433526012	0	12037	0	11096	3729
Anvik	2019	8	0.3401	0	11.28743476515456	0	10881	0	10309	3829
Anvik	2019	9	0.3401	0	11.08245729303548	0	12233	0	12928	5048
Anvik	2019	10	0.3401	0	11.76487616596977	0	11695	0	14663	6880
Anvik	2019	11	0.3401	0	12.12762571610439	0	10539	0	15273	8635
Anvik	2019	12	0.3401	0	71.29967426710098	0	11503	0	16859	11460
Arctic Village	2019	1	0.7693	5.2401	10.67655340717102	111	20152	18471	4624	757
Arctic Village	2019	2	0.7693	5.2401	9.544129554655871	107	12379	11993	3680	509
Arctic Village	2019	3	0.7693	5.2665	16.9228643794612	91	15412	13319	13467	625
Arctic Village	2019	4	0.7693	5.3513	11.78977133021884	87	14384	12754	3726	564
Arctic Village	2019	5	0.7693	5.4788	11.41853126792886	73	15575	10882	10221	489
Arctic Village	2019	6	0.7693	5.4788	21.58529621698787	73	12250	6823	2959	432
Arctic Village	2019	7	0.7686	5.4788	0	54	14878	3606	2096	422
Arctic Village	2019	8	0.7686	5.4788	8.558723693143245	75	17687	15592	1590	466
Arctic Village	2019	9	0.7686	5.6561	5.476708905943244	75	13085	10587	1725	432
Arctic Village	2019	10	0.7686	5.5819	45.55540355677154	85	23771	13009	3319	954
Arctic Village	2019	11	0.7686	5.5272	12.64805781391147	102	20100	29390	4577	688
Arctic Village	2019	12	0.7686	5.5272	12.52921658986175	135	22408	12618	3652	426
Atka	2019	1	0.2234	4.4634	9.272244355909695	54	10007	14276	4572	3692
Atka	2019	2	0.2234	4.6434	9.050538277511961	51	7443	9806	3337	2781
Atka	2019	3	0.2234	4.6434	8.75108225108225	55	7484	9130	3893	2942
Atka	2019	4	0.2234	4.6434	inf	42	9680	12032	4017	3765
Atka	2019	5	0.2234	4.6434	7.855721393034826	40	7706	9542	2460	3085
Atka	2019	6	0.2234	4.6434	8.324269204622706	44	8836	10252	2405	2106
Atka	2019	7	0.2227	4.6364		45	6019	9449	1792	2242
Atka	2019	8	0.2227	4.4634	9.275982532751092	43	9015	11948	3333	3016
Atka	2019	9	0.2227	4.4634	8.654491609081935	42	6249	9682	1935	3043
Atka	2019	10	0.2227	4.5948	12.17307692307692	53	10116	13252	2407	4504
Atka	2019	11	0.2227	4.5958	7.12962962962963	56	7240	8504	2060	3235
Atmautluak	2019	1	0.4167	3.2619	12.53141184417924	156	32079	7388	8258	2144
Atmautluak	2019	2	0.4266	3.3685	0	105	26228	30657	3897	2702
Atmautluak	2019	3	0.4266	3.3685	0	105	26699	31840	6145	1863
Atmautluak	2019	4	0.4266	3.2619	15.23461304082876	138	24781	30775	6083	696
Atmautluak	2019	5	0.4266	3.3685	0	113	24884	26134	5856	625
Atmautluak	2019	6	0.4266	3.3685	0	105	23544	21258	3837	421
Atmautluak	2019	7	0.4258	3.3685	0	106	25742	18162	3638	435
Atmautluak	2019	8	0.4258	3.3685	0	114	26847	25549	4328	511
Atmautluak	2019	9	0.4258	3.3685	0	129	26644	27563	4907	677
Atmautluak	2019	10	0.4258	3.3685	0	142	28771	32245	5905	1061
Atmautluak	2019	11	0.4258	3.3685	12.97378277153558	131	30172	31821	2110	2499
Atmautluak	2019	12	0.4277	3.3895	13.34912512380324	146	32935	40240	2756	3067
Atqasuk	2019	1	0	5.613	0	590	67565	262150	9260	1780
Atqasuk	2019	2	0	5.613	0	586	52593	197763	6046	1136
Atqasuk	2019	3	0	5.613	0	541	49213	207188	5091	1179
Atqasuk	2019	4	0	5.613	0	505	55070	217602	3991	1270
Atqasuk	2019	5	0	5.613	0	488	41003	184105	8349	1105
Atqasuk	2019	6	0	5.613	12.3694570006294	396	30896	126684	4810	4171
Atqasuk	2019	7	0	5.613	0	372	45323	177074	2517	4187
Atqasuk	2019	8	0	5.613	0	424	42240	172942	2993	4069
Atqasuk	2019	9	0	5.613	0	431	39062	162222	4293	3988
Atqasuk	2019	10	0	5.613	0	445	46719	185670	5740	5493
Atqasuk	2019	11	0	5.613	0	488	54875	200090	7028	8298
Atqasuk	2019	12	0	5.613	0	527	58257	206285	8515	11150
Beaver	2019	1	0.6345	3.9847	0	121	9074	12609	7939	2707
Beaver	2019	2	0.6308	3.9455	0	121	5561	12609	7939	2273
Beaver	2019	3	0.6308	3.9455	0	0	6327	17811	9465	2546
Beaver	2019	4	0.6308	4.88	14.61022222222222	121	6575	9884	4555	1375
Beaver	2019	5	0.6308	4.88	0	121	6374	8641	3205	550
Beaver	2019	6	0.6005	3.6209	7.822448979591837	121	6132	5281	5493	296
Beaver	2019	7	0.5997	3.6209	10.19321039396479	120	7743	8060	5227	323
Beaver	2019	8	0.6262	3.9041	11.15429864253394	120	7059	7184	4296	476
Beaver	2019	9	0.6262	3.9041	8.768296912937911	120	8492	8925	4800	714
Beaver	2019	10	0.6262	3.9041	10.36962962962963	120	6699	11757	4406	1212
Beaver	2019	11	0.6262	3.9041	25.47868362004488	61	8974	10284	5985	2247
Beaver	2019	12	0.6262	3.9041	12.87853211009174	59	10210	11615	8169	3947
Bethel, Oscarville	2019	1	0.1467	3.8133	15.13464433677148	0	1051196	1329987	817035	584144
Bethel, Oscarville	2019	2	0.1467	3.8133	14.86116506103129	0	826885	1236930	696059	507622
Bethel, Oscarville	2019	3	0.1467	3.8133	14.51629080751692	0	840628	1300516	730105	515800
Bethel, Oscarville	2019	4	0.1467	3.8133	14.56570374676744	0	824131	1359181	727395	511410
Bethel, Oscarville	2019	5	0.1467	3.8133	13.6640680368533	0	786656	1447652	674050	475068
Bethel, Oscarville	2019	6	0.1467	3.8133	13.82844985978145	0	701307	1366537	594205	377556
Bethel, Oscarville	2019	7	0.1467	0	13.61049351452044	0	715776	1400712	681837	344309
Bethel, Oscarville	2019	8	0.1554	0	13.64347043769162	0	695143	1347832	508124	401677
Bethel, Oscarville	2019	9	0.1554	0	13.76924932496051	0	819523	1466845	701431	490936
Bethel, Oscarville	2019	10	0.1554	0	13.9486309454739	0	823263	1384189	728827	513335
Bethel, Oscarville	2019	11	0.1554	0	13.58492312676947	0	889531	1332440	762527	530255
Bethel, Oscarville	2019	12	0.1554	0	13.90256850286966	0	1104925	1481520	908040	610450
Bettles, Evansville	2019	1	0.4073	3.3	11.70316301703163	119	8607	7172	3724	26930
Bettles, Evansville	2019	2	0.4073	3.3	12.0198949986184	120	6929	4993	4498	21111
Bettles, Evansville	2019	3	0.4073	3.3	13.61386138613861	113	7520	5254	4574	21897
Bettles, Evansville	2019	4	0.3923	3.2	12.5	93	6780	4259	3295	18348
Bettles, Evansville	2019	5	0.3923	3.2	11.82133230650751	85	6478	4034	2735	15121
Bettles, Evansville	2019	6	0.3923	3.2	11.67775314116778	87	7222	5843	2916	12129
Bettles, Evansville	2019	7	0.4571	3.8	11.85017759121731	104	8231	7690	3108	16752
Bettles, Evansville	2019	8	0.4571	3.8	11.86500888099467	0	7682	7926	2666	13812
Bettles, Evansville	2019	9	0.4571	3.8	14.54413892908828	101	7900	7339	2354	15530
Bettles, Evansville	2019	10	0.4865	3.76	13.5372600065083	111	8146	6276	3172	20030
Bettles, Evansville	2019	11	0.4865	3.76	13.10946076848563	111	7262	5162	3225	19508
Bettles, Evansville	2019	12	0.4865	3.76	12.9023746701847	111	9580	6685	4011	26051
Birch Creek	2019	1	0.7693	3.7955	10.60550458715596	40	1891	2839	2055	3189
Birch Creek	2019	2	0.7693	3.7955	9.574861367837338	40	1468	2872	1889	2642
Birch Creek	2019	3	0.7693	3.7955	10.83953241232731	40	1385	2988	1872	2259
Birch Creek	2019	4	0.7693	3.7955	15.64668769716088	40	1634	2693	1595	2317
Birch Creek	2019	5	0.7693	3.899	10.42051282051282	40	2005	2203	1047	959
Birch Creek	2019	6	0.7686	3.899	7.911012235817575	40	2218	2410	965	107
Birch Creek	2019	7	0.7686	3.899	12.38775510204082	40	2407	2563	1009	0
Birch Creek	2019	8	0.7686	4.038	4.795811518324608	40	2638	2224	1020	52
Birch Creek	2019	9	0.7686	4.038	3.940834653988378	40	2834	2044	945	108
Birch Creek	2019	10	0.7686	4.038	4.570130607609313	40	2567	2513	1356	516
Birch Creek	2019	11	0.7686	4.038	9.575169738118332	40	2089	2912	1944	2639
Birch Creek	2019	12	0.7686	4.038	9.682619647355164	40	2860	3466	2341	2677
Brevig Mission	2019	1	0.2847	2.9314	14.14905082669933	0	51385	2315	28787	26048
Brevig Mission	2019	2	0.2847	2.9314	14.26903347732181	0	43701	2060	26132	27717
Brevig Mission	2019	3	0.2847	2.9314	14.53836946402447	0	44107	2044	27531	28869
Brevig Mission	2019	4	0.2847	2.9314	14.40515159645828	0	43644	1983	26678	30033
Brevig Mission	2019	5	0.2847	2.9314	14.56800330715171	0	42123	1825	24229	29487
Brevig Mission	2019	6	0.2847	2.9314	13.36392811296534	0	36264	1771	19458	19619
Brevig Mission	2019	7	0.2847	0	14.02125506072874	0	37917	1734	21657	16279
Brevig Mission	2019	8	0.2876	0	14.07184337149494	0	35924	1632	21033	20320
Brevig Mission	2019	9	0.2876	0	13.97652953586498	0	43481	1892	24568	28761
Brevig Mission	2019	10	0.2876	0	14.25546108567691	0	44908	2828	24378	28866
Brevig Mission	2019	11	0.2876	0	14.23252477829943	0	45583	3544	25834	27021
Brevig Mission	2019	12	0.2876	0	12.08083300434268	0	53062	4617	28983	27406
Buckland	2019	1	0.1109	3.1495	15.14212039228948	410	81382	58448	13470	13754
Buckland	2019	2	0.1109	3.1495	12.32555310575534	378	71707	63084	6039	11509
Buckland	2019	3	0.1109	3.1495	9.322588002737017	329	55143	56944	11897	8825
Buckland	2019	4	0.1109	3.1495	11.39777997415038	293	56774	65095	12101	9352
Buckland	2019	5	0.1109	3.1495	12.68280230689231	242	51224	55923	8594	7984
Buckland	2019	6	0.1109	3.1495	11.27422806481198	228	45374	41127	5630	7097
Buckland	2019	7	0.1101	3.1495	11.67153029065017	203	44084	35444	4933	6851
Buckland	2019	8	0.1101	3.1495	11.25507111214735	273	45771	42536	5327	6995
Buckland	2019	9	0.1101	3.1495	11.49232764210071	296	46388	52718	6907	7261
Buckland	2019	10	0.1309	3.4427	12.2536	331	51268	57076	10168	7377
Buckland	2019	11	0.1309	3.4427	0	391	69147	71954	12128	9372
Buckland	2019	12	0.1309	3.4427	11.94948952176249	390	73820	71414	12480	10019
Central	2019	1	0.423	2.8766	11.23674566332763	126	25698	4841	310	5953
Central	2019	2	0.423	2.8766	11.25135787567894	127	18703	4457	299	5343
Central	2019	3	0.423	2.8766	11.64338235294118	71	17015	4302	292	5167
Central	2019	4	0.2805	2.4361	11.26861167002012	69	16887	3458	283	4403
Central	2019	5	0.2805	2.4361	11.26622296173045	98	18936	3052	388	2232
Central	2019	6	0.2211	2.667	11.22966963151207	101	19882	3603	377	2245
Central	2019	7	0.2211	2.667	11.19352039340469	93	23141	4049	424	2075
Central	2019	8	0.2211	2.667	11.53370962684227	86	22286	2945	363	1998
Central	2019	9	0.3507	2.577	10.36824007502345	100	19781	2734	385	1982
Central	2019	10	0.3507	2.577	10.43962678375412	76	21620	3912	515	2910
Central	2019	11	0.3507	2.577	11.48258196721311	79	18714	3920	401	3156
Central	2019	12	0.4816	2.65	11.52110514198005	106	24035	5721	439	4147
Chalkyitsik	2019	1	0.5406	4.4244	13.14478833155461	65	4887	5975	5817	4133
Chalkyitsik	2019	2	0.5406	4.4244	10.39765592298033	55	2618	1507	5007	4133
Chalkyitsik	2019	3	0.5605	4.5807	11.55534796823914	50	3346	567	3539	3942
Chalkyitsik	2019	4	0.5605	4.4244	0	42	4296	7685	5201	3103
Chalkyitsik	2019	5	0.5605	4.5807	10.07125890736342	37	3726	1813	1771	2223
Chalkyitsik	2019	6	0.5605	4.5807	6.464563703400246	35	4173	3304	3609	2225
Chalkyitsik	2019	7	0.5597	4.5807	17.69291338582677	45	5070	4223	4041	2174
Chalkyitsik	2019	8	0.56	4.6273	11.05876393110436	42	4906	4195	5232	2261
Chalkyitsik	2019	9	0.5656	4.6273	0	44	2594	2397	2326	2225
Chalkyitsik	2019	10	0.5656	4.6273	11.45811240721103	43	3428	3101	4848	2742
Chalkyitsik	2019	11	0.5656	4.6273	0	44	3372	4397	4517	1864
Chalkyitsik	2019	12	0.5656	4.6273	11.79317371370352	41	3245	4159	4517	1864
Chefornak	2019	1	0.2535	3.1431	13.71630677587491	352	50269	15724	10753	52901
Chefornak	2019	2	0.2535	3.1431	13.21487681917626	373	47441	14328	9199	51092
Chefornak	2019	3	0.2535	3.1431	13.53732180940622	362	41380	12906	5200	45327
Chefornak	2019	4	0.2535	3.1431	13.3075831969449	326	44224	12886	4717	46663
Chefornak	2019	5	0.2535	3.1431	12.86875988253897	304	41260	12000	5750	41746
Chefornak	2019	6	0.2535	3.1431	12.29202739372012	244	39998	14385	5068	25331
Chefornak	2019	7	0.2527	3.1431	12.14743501581626	253	40683	10755	3339	19490
Chefornak	2019	8	0.2418	3.0065	12.5389012014464	274	41432	12493	6336	32819
Chefornak	2019	9	0.2418	3.0065	12.85259719734485	352	46187	14820	5370	38155
Chefornak	2019	10	0.2418	3.0065	13.24238410596026	319	42942	14577	3974	43855
Chefornak	2019	11	0.2418	3.0065	13.44134954884268	349	48024	17438	3369	52459
Chefornak	2019	12	0.2418	3.0065	13.3361288478033	319	50392	19684	4801	48799
Chenega Bay	2019	1	0.3517	4.2776	9.136966126656848	54	6981	8132	4815	732
Chenega Bay	2019	2	0.3517	4.2776	7.691881918819188	54	6933	6590	4251	622
Chenega Bay	2019	3	0.3744	4.5284	8.016866566716642	55	6943	6721	4423	428
Chenega Bay	2019	4	0.3744	4.5284	7.45372050816697	54	6200	6569	4229	364
Chenega Bay	2019	5	0.355	4.5284	7.256192738378012	54	6814	6622	4667	241
Chenega Bay	2019	6	0.3744	4.3144	7.112086158755485	54	6031	5771	4357	144
Chenega Bay	2019	8	0.7086	4.3144	6.316629547141797	54	5681	4328	4917	97
Chenega Bay	2019	8	0.7086	4.3144	7.96481178396072	54	6309	5543	5221	935
Chenega Bay	2019	9	0.3543	4.3144	0	54	8741	4647	5287	277
Chenega Bay	2019	10	0.3543	4.3144	0	54	5226	3610	4719	166
Chenega Bay	2019	11	0.3533	4.3031	0	54	8225	4567	5542	282
Chenega Bay	2019	12	0.3533	4.3031	0	54	9788	5250	6440	1182
Chevak	2019	1	0.2618	3.0568	12.40964533683618	0	103090	19203	50854	64250
Chevak	2019	2	0.2618	3.0568	12.04323776877532	0	84264	16266	43451	60595
Chevak	2019	3	0.2618	3.0568	13.33641876795404	0	81925	17611	47879	59844
Chevak	2019	4	0.2618	3.0568	13.19598833613148	0	78053	18051	46847	60440
Chevak	2019	5	0.2618	3.0568	13.20374370050396	0	73258	16408	41620	53966
Chevak	2019	6	0.2618	3.0568	12.04038583845665	0	62653	14469	35385	33519
Chevak	2019	7	0.2618	0	11.9060706401766	0	62314	15242	34682	33296
Chevak	2019	8	0.2647	0	12.14896452737339	0	63127	14299	34442	42197
Chevak	2019	9	0.2647	0	12.03652694610778	0	74046	15806	42190	56095
Chevak	2019	10	0.2647	0	12.63218809805887	0	77794	15201	45070	60689
Chevak	2019	11	0.2647	0	12.94390158785552	0	86500	13774	44202	57872
Chevak	2019	12	0.2647	0	61.40741956664478	0	104197	15078	53628	65010
Chignik	2019	1	0.2258	2.6356	14.33169264424392	164	11168	20803	10734	1289
Chignik	2019	2	0.2258	2.8241	12.33762283575105	146	11311	22065	10263	1087
Chignik	2019	3	0.2258	2.8241	14.23481414324569	135	9784	20998	9719	1004
Chignik	2019	4	0.2258	2.82	12.56230448383733	160	10621	20813	9941	982
Chignik	2019	5	0.2258	2.8241	12.53942087155963	312	11011	58864	9998	777
Chignik	2019	6	0.225	2.8241	0	247	18450	33358	10602	550
Chignik	2019	7	0.225	2.8241	14.41592649310873	278	21747	56093	10215	564
Chignik	2019	8	0.225	2.8241	12.21979121979122	190	15596	52492	9223	431
Chignik	2019	9	0.225	2.8241	12.41907692307692	205	13989	34008	9390	544
Chignik	2019	10	0.225	2.8241	13.33413970365891	113	9786	19876	10012	798
Chignik	2019	11	0.225	2.8617	13.51741007194245	171	12589	19551	10836	961
Chignik	2019	12	0.225	2.8617	14.27863300492611	135	11257	20142	10288	1127
Chignik Lagoon	2019	1	0.2828	3.1206	27.8172972972973	86	19654	9573	3190	720
Chignik Lagoon	2019	2	0.2828	3.1206	12.94085281980743	87	18357	9369	3162	672
